Game_ID;Name;Genre;Publisher;Platform;Release_date;Cover_url;Description
295;Command & Conquer: Red Alert;Real Time Strategy (RTS);Westwood Studios;PC;1996-11-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co1nx0.jpg;Travel to an alternate universe where dark experiments have permanently altered time. Or have they? Soviet tanks crush city after city while Allied cruisers shell bases. Spies lurk, landmines await, and strange new technologies aid both sides in the struggle for ultimate control. In this parallel reality, the mighty Soviet Empire has begun to “liberate” all of Europe. Cities fall and countries collapse before the overwhelming might of the Red Storm. The Allies are scrambling to meet the onslaught, but they have been caught by surprise. Red Alert puts the fate of the world in your hands!
296;Crysis;Shooter;Crytek Frankfurt;PC;2007-11-13;https://images.igdb.com/igdb/image/upload/t_cover_big/co2on1.jpg;From the makers of Far Cry, Crysis offers FPS fans the best-looking, most highly-evolving gameplay, requiring the player to use adaptive tactics and total customization of weapons and armor to survive in dynamic, hostile environments including Zero-G.
297;Counter-Strike: Condition Zero;Shooter;Gearbox Software;PC;2004-03-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co1tx3.jpg;With its extensive Tour of Duty campaign, a near-limitless number of skirmish modes, updates and new content for Counter-Strike's award-winning multiplayer game play, plus over 12 bonus single player missions, Counter-Strike: Condition Zero is a tremendous offering of single and multiplayer content.
298;Glory of the Roman Empire;Real Time Strategy (RTS);Haemimont Games;PC;2006-06-16;https://images.igdb.com/igdb/image/upload/t_cover_big/co25e2.jpg;Glory of the Roman Empire is the first of three games on the subject (CivCity: Rome, Caesar IV) that came out in 2006. The game has full 3D structures, units and environment. It has dozens of historically inspired structures and environments rendered in full detail in a 3D world. Buildings can be placed easily in every direction.
299;Age of Empires III;Real Time Strategy (RTS);Destineer;PC;2005-10-18;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xy6.jpg;In this highly anticipated next installment in the Age of Empires franchise from Ensemble Studios, Age of Empires III places players in the time period of roughly 1500–1850, picking up where Age of Empires II: The Age of Kings left off. As players work to establish their empire, they take on the role of a European power struggling to explore, colonize, and conquer North and South America.Age of Empires III introduces exciting new gameplay elements, including the all-new Home City and an incredible combat system. Players have new civilizations to discover, random maps to conquer, and a single-player campaign unlike any other. Players also find stunning graphics as a result of a revolutionary graphics engine that pushes the limits of PC graphics technology in an entirely new way.
300;Anno 1503;Real Time Strategy (RTS);Max Design;PC;2002-10-25;https://images.igdb.com/igdb/image/upload/t_cover_big/co2i87.jpg;Lay claim to the New World in an epic saga of adventure and discovery. ANNO 1503 A.D. is a PC title that blends the excitement of real-time strategy with the depth of empire building.The aim of the game is to establish colonies and seek out wealth and power. Watch your colonies grow while establishing trade and diplomatic ties with neighbouring cultures. Engage in combat on land and at sea to protect your colonies or to maintain freedom and independence.The all-new combat system allows for much more sophisticated tactical preparation and some truly epic land and sea-based battles. Enjoy the variety and challenge of five varying climate zones while competing against computer-controlled players, including interactions with nine different cultures such as the Africans, Aztecs and Native Americans.
301;Microsoft Flight Simulator X;Simulator;Microsoft Game Studios;PC;2006-10-10;https://images.igdb.com/igdb/image/upload/t_cover_big/co3waj.jpg;Microsoft® Flight Simulator X is the culmination of nearly 25 years of the landmark Flight Simulator franchise—the most significant addition to date.Flight Simulator X immerses you in a beautifully rich and realistic world with dozens of aircraft and interactive Missions for a completely new and innovative gaming experience. Free Flight lets you fly anywhere in the world, from your hometown airport to the most exotic places you’ve ever dreamed of.Gamers and simmers of all ages and skill levels feel firsthand what it’s like to be an aviator traveling the globe solo or online with others.
302;Empire Earth;Real Time Strategy (RTS);Stainless Steel Studios;PC;2001-11-12;https://images.igdb.com/igdb/image/upload/t_cover_big/co22rm.jpg;Epochs are the ages a player passes through in Empire Earth. Each of these epochs represents an age within history. In Empire Earth, the last two ages (Digital and Nano Ages) are set into the moderate future. In the Art of Conquest, a third future age, the Space Age, is available. It deals with space colonization. Each epoch brings new technologies and units. Epoch advancement requires additional buildings to be built and the costs of advancing increases as more epochs are attained, although the ability to gather the required resources greatly increases as well. With new epochs, some new units are available at the cost of having to abandon the ability to produce old units, though any old units still alive are kept. The epochs in Empire Earth are the Prehistoric Age, the Stone Age, the Copper Age, the Bronze age, the Dark Age, the Middle Ages, the Renaissance, the Imperial age, the Industrial age, the Atomic World War I age, the Atomic World War II Age, the Atomic Modern Age, the Digital Age and the Nano Age. An extra epoch, the Space Age, is available in Empire Earth: The Art of Conquest.
303;Anno 1602: Creation of a New World;Real Time Strategy (RTS);Max Design;PC;1998-09-24;https://images.igdb.com/igdb/image/upload/t_cover_big/co3xv2.jpg;"It is the year 1602 and you find yourself in command of a sailing vessel, navigating the waters of the uncharted island world of Anker. You have aboard your ship no more than an handful of trusty followers and a limited supply of food and building materials. You are here to begin a new life. As you select which island to settle, your future is already sealed, for each one has its own special characteristics.Your goal is to create a whole new world. Explore, construct, settle, trade and defend - that is the challenge that lies before you!Anno 1602 takes you into the world of construction strategy games. Build a realistic, living world for yourself according to your own ideas; your chosen strategy will decide the development and destiny of your towns and villages. Prove your diplomatic skills in your dealings with natives, your comrades and pirates too. Start by building up farms, plantations and small workshops to produce, then use your business acumen and begin to generate trade with your fellow players.But beware, for with riches and prosperity also comes envy and anger! Train soldiers and build defensive structures to protect your property and wealth, or perhaps it may be wise to put your negotiation skills to use outside of business?"
304;Dungeon Lords;Role-playing (RPG);Heuristic Park;PC;2005-05-5;https://images.igdb.com/igdb/image/upload/t_cover_big/co2fkm.jpg;A pure Role Playing Game in every sense of the word.
305;Cossacks II: Napoleonic Wars;Real Time Strategy (RTS);GSC Game World;PC;2005-04-15;https://images.igdb.com/igdb/image/upload/t_cover_big/co1v0g.jpg;Cossacks II: Napoleonic Wars is the fourth computer game in the Cossacks series of real-time strategy games, released in Spring 2005 to mixed reviews.[1] This game focuses exclusively on the Napoleonic era, meaning it has a much shorter time span than others in this series, which spanned several centuries. Therefore, fewer technologies can be researched than in other Cossacks games, and there aren't as many different unit types for each country as before. On the other hand, Cossacks II allows a large number of units to be trained and it has many tactical options and an updated graphical engine.
